iter	RMSE
923	43.178411
924	43.16190068
925	43.14868787
926	43.12971959
927	43.11464095
928	43.08380004
929	43.06982504
930	43.05721234
931	43.04565552
932	43.03696925
933	43.02384726
934	43.00513753
935	42.98745784
936	42.96848116
937	42.94451155
938	42.93724972
939	42.92049809
940	42.90192618
941	42.89432367
942	42.88154498
943	42.85592086
944	42.84597521
945	42.83537847
946	42.82100362
947	42.80814768
948	42.78464992
949	42.77502592
950	42.76969233
951	42.74020324
952	42.73217601
953	42.70898668
954	42.70030658
955	42.68899396
956	42.67684712
957	42.66532713
958	42.64382656
959	42.62917429
960	42.60330629
961	42.58603367
962	42.56876557
963	42.54091643
964	42.53356647
965	42.49623407
966	42.47201141
967	42.45830093
968	42.43976751
969	42.42199093
970	42.40521501
971	42.39398753
972	42.38703634
973	42.36503954
974	42.35391913
975	42.3381665
976	42.32444935
977	42.31597431
978	42.3021978
979	42.28684921
980	42.26437867
981	42.24698296
982	42.23350521
983	42.21979664
984	42.20774523
985	42.19499107
986	42.16010031
987	42.13305
988	42.10976367
989	42.09529444
990	42.08703933
991	42.07629031
992	42.05908111
993	42.0422887
994	42.0370877
995	42.00568525
996	41.99517817
997	41.98173835
998	41.96972764
999	41.95517893
1000	41.94548739
1001	41.93418165
1002	41.9058991
1003	41.89925514
1004	41.88283971
1005	41.86485398
1006	41.8278256
1007	41.80239245
1008	41.79187729
1009	41.78251173
1010	41.77108361
1011	41.74614847
1012	41.74147649
1013	41.73501396
1014	41.71731914
1015	41.69934239
1016	41.67884378
1017	41.66817189
1018	41.65059782
1019	41.6313318
1020	41.61674336
1021	41.60515183
1022	41.59100033
1023	41.57596523
1024	41.56043104
1025	41.53575317
1026	41.52719
1027	41.51339587
1028	41.49202137
1029	41.48237137
1030	41.47282358
1031	41.4610341
1032	41.4356007
1033	41.41727275
1034	41.40659069
1035	41.39212644
1036	41.36984365
1037	41.35064053
1038	41.33522534
1039	41.31596261
1040	41.3095463
1041	41.30083134
1042	41.28732981
1043	41.26970844
1044	41.24481501
1045	41.21541884
1046	41.18643037
1047	41.17214289
1048	41.16110332
1049	41.13948021
1050	41.12824307
1051	41.12502139
1052	41.11124343
1053	41.10065087
1054	41.0770499
1055	41.07081718
1056	41.048354
1057	41.03681106
1058	41.02965584
1059	41.02395985
1060	41.01217487
1061	40.99145228
1062	40.97777103
1063	40.96280616
1064	40.95551028
1065	40.93540995
1066	40.91858388
1067	40.9027141
1068	40.89209152
1069	40.86757009
1070	40.84276577
1071	40.82676442
1072	40.8060338
1073	40.7946407
1074	40.78647305
1075	40.77546136
1076	40.75994094
1077	40.7447075
1078	40.72790098
1079	40.71818431
1080	40.714352
1081	40.69966985
1082	40.68175174
1083	40.6739975
1084	40.66388403
1085	40.65716779
1086	40.65040821
1087	40.64128845
1088	40.62658794
1089	40.60374816
1090	40.59625889
1091	40.59118472
1092	40.57219932
1093	40.55656685
1094	40.53846854
1095	40.50240709
1096	40.49112638
1097	40.47476791
1098	40.45367709
1099	40.44237874
1100	40.42833983
1101	40.41881606
1102	40.40981191
1103	40.40152195
1104	40.38850098
1105	40.37869049
1106	40.36493114
1107	40.35060599
1108	40.34466826
1109	40.32453304
1110	40.31402574
1111	40.28602602
1112	40.27637728
1113	40.25859765
1114	40.24879205
1115	40.23050855
1116	40.21239359
1117	40.19989898
1118	40.18752658
1119	40.17084914
1120	40.15381669
1121	40.12482108
1122	40.10822762
1123	40.09199834
1124	40.07830168
1125	40.06802357
1126	40.05363305
1127	40.04048465
1128	40.02760966
1129	40.01753299
1130	39.98791325
1131	39.98354485
1132	39.96901143
1133	39.95416996
1134	39.91065281
1135	39.90262377
1136	39.8788713
1137	39.85858485
1138	39.84601006
1139	39.84333503
1140	39.83129513
1141	39.8216101
1142	39.79815021
1143	39.77973356
1144	39.76792517
1145	39.75558899
1146	39.74373846
1147	39.72944855
1148	39.7158265
1149	39.70520547
1150	39.68768896
1151	39.67865486
1152	39.6624394
1153	39.65367576
1154	39.64267932
1155	39.63531985
1156	39.61651183
1157	39.6086316
1158	39.59575449
1159	39.58244161
1160	39.57248912
1161	39.56341632
1162	39.5470048
1163	39.52989171
1164	39.52054232
1165	39.51381172
1166	39.50468613
1167	39.49494377
1168	39.4881467
1169	39.46787894
1170	39.45767798
1171	39.44706411
1172	39.42968168
1173	39.41226878
1174	39.40507164
1175	39.39806819
1176	39.38027393
1177	39.36910354
1178	39.35986756
1179	39.34571038
1180	39.32984605
1181	39.32407221
1182	39.30620494
1183	39.290955
1184	39.26736749
1185	39.24832276
1186	39.23038141
1187	39.20463718
1188	39.19431139
1189	39.18885339
1190	39.17123745
1191	39.13116108
1192	39.11176163
1193	39.09169391
1194	39.07624102
1195	39.05404962
1196	39.0403929
1197	39.0272131
1198	39.02314561
1199	39.01647375
1200	38.99839429
1201	38.98005692
1202	38.97190117
1203	38.95285677
1204	38.9457888
1205	38.92021544
1206	38.9073836
1207	38.89148968
1208	38.88493607
1209	38.87785365
1210	38.86718869
1211	38.8518085
1212	38.8409491
1213	38.82862996
1214	38.81808835
1215	38.80572404
1216	38.799394
1217	38.78668656
1218	38.78011312
1219	38.7682638
1220	38.75845233
1221	38.75088274
1222	38.74297412
1223	38.7334559
1224	38.71023394
1225	38.6843464
1226	38.66290044
1227	38.65404975
1228	38.63553836
1229	38.609696
1230	38.60162294
1231	38.58517517
1232	38.57306465
1233	38.56697194
1234	38.55869491
1235	38.54844418
1236	38.514017
1237	38.50268657
1238	38.49170531
1239	38.4801028
1240	38.47017958
1241	38.46077875
1242	38.44323315
1243	38.44002246
1244	38.43664351
1245	38.43062276
1246	38.41484224
1247	38.40101566
1248	38.37932832
1249	38.35806983
1250	38.34530992
1251	38.318954
1252	38.31409025
1253	38.29059262
1254	38.27991352
1255	38.26579254
1256	38.25721533
1257	38.2518544
1258	38.23261381
1259	38.22434991
1260	38.21683066
1261	38.19975289
1262	38.19405005
1263	38.18094204
1264	38.17389388
1265	38.16595564
1266	38.16051335
1267	38.15276514
1268	38.13857352
1269	38.12839849
1270	38.12104472
1271	38.10666325
1272	38.09774556
1273	38.08572257
1274	38.07720139
1275	38.06119059
1276	38.05554215
1277	38.04339195
1278	38.03534482
1279	38.02622769
1280	38.01757493
1281	38.00487921
1282	37.99077004
1283	37.98366507
1284	37.97814285
1285	37.967068
1286	37.95876137
1287	37.95399359
1288	37.94368075
1289	37.93342113
1290	37.91359208
1291	37.8981441
1292	37.89023006
1293	37.8732489
1294	37.86047456
1295	37.85547418
1296	37.8470221
1297	37.83863079
1298	37.82778087
1299	37.82199601
1300	37.81589252
1301	37.78868718
1302	37.772355
1303	37.76509422
1304	37.75036279
1305	37.74232249
1306	37.7299631
1307	37.72456624
1308	37.70917738
1309	37.70075104
1310	37.69714321
1311	37.68723289
1312	37.67973445
1313	37.66832233
1314	37.65565213
1315	37.64392221
1316	37.63212564
1317	37.61155533
1318	37.60102032
1319	37.58199243
1320	37.57278487
1321	37.56674969
1322	37.5585025
1323	37.55193609
1324	37.53609756
1325	37.50720306
1326	37.4963488
1327	37.49094448
1328	37.48522102
1329	37.48082044
1330	37.46610377
1331	37.45762276
1332	37.44628483
1333	37.42968532
1334	37.41199044
1335	37.40743485
1336	37.39350901
1337	37.38942119
1338	37.37507531
1339	37.36189
1340	37.34402509
1341	37.31477158
1342	37.30939134
1343	37.29912818
1344	37.26697727
1345	37.25668926
1346	37.24872452
1347	37.2359774
1348	37.22229046
1349	37.19769224
1350	37.19196761
1351	37.18654542
1352	37.18046513
1353	37.16544699
1354	37.15592062
1355	37.14786167
1356	37.13842984
1357	37.1253168
1358	37.1113798
1359	37.09656945
1360	37.08877749
1361	37.07497007
1362	37.06300123
1363	37.05854391
1364	37.04648151
1365	37.03506848
1366	37.02340577
1367	37.00732778
1368	36.98268826
1369	36.96768816
1370	36.9394344
1371	36.9231826
1372	36.89973624
1373	36.8928975
1374	36.88520545
1375	36.88029224
1376	36.86769486
1377	36.85623644
1378	36.83337993
1379	36.8258186
1380	36.81412402
1381	36.8073371
1382	36.79322301
1383	36.78446797
1384	36.76810877
1385	36.75612341
1386	36.73902074
1387	36.73059994
1388	36.71059544
1389	36.70038755
1390	36.68747107
1391	36.66599183
1392	36.65605805
1393	36.64687435
1394	36.6343317
1395	36.62044667
1396	36.60738923
1397	36.60210934
1398	36.59274458
1399	36.56406026
1400	36.55256815
1401	36.54984216
1402	36.54221098
1403	36.5328331
1404	36.51416972
1405	36.50790468
1406	36.49813055
1407	36.49107655
1408	36.48208321
1409	36.47625747
1410	36.4701316
1411	36.45084188
1412	36.43893722
1413	36.43214099
1414	36.41890157
1415	36.41431939
1416	36.40540924
1417	36.39574795
1418	36.38370283
1419	36.37501102
1420	36.36618565
1421	36.35609801
1422	36.34697457
1423	36.33590533
1424	36.3258239
1425	36.3192203
1426	36.30787582
1427	36.29520926
1428	36.28613359
1429	36.27906991
1430	36.2730358
1431	36.26336629
1432	36.25821553
1433	36.25352849
1434	36.24435781
1435	36.23697922
1436	36.22687252
1437	36.21351517
1438	36.20386702
1439	36.18914151
1440	36.18323585
1441	36.17022735
1442	36.16042185
1443	36.14853121
1444	36.14247983
1445	36.13419033
1446	36.12739446
1447	36.1197306
1448	36.11651139
1449	36.10736024
1450	36.10046196
1451	36.08796382
1452	36.07827529
1453	36.06504762
1454	36.0590593
1455	36.04713183
1456	36.03218574
1457	36.01661163
1458	36.01131436
1459	36.00147011
1460	35.99631821
1461	35.98671289
1462	35.97800015
1463	35.96796044
1464	35.95863169
1465	35.94936873
1466	35.93887639
1467	35.9332492
1468	35.91909999
1469	35.9100351
1470	35.90433282
1471	35.89969748
1472	35.89087479
1473	35.87935729
1474	35.86553892
1475	35.86059998
1476	35.85161492
1477	35.8246234
1478	35.81442316
1479	35.79927831
1480	35.79327864
1481	35.78270513
1482	35.77527016
1483	35.76782451
1484	35.73825854
1485	35.72648021
1486	35.71232346
1487	35.70285466
1488	35.6951466
1489	35.67888128
1490	35.67122303
1491	35.65532964
1492	35.64828427
1493	35.64227982
1494	35.63727668
1495	35.62494414
1496	35.61656517
1497	35.61072752
1498	35.60395226
1499	35.59419743
1500	35.58539433
1501	35.57917021
1502	35.56201866
1503	35.54576256
1504	35.53222279
1505	35.52644835
1506	35.51837868
1507	35.49052457
1508	35.46878253
1509	35.46010273
1510	35.44753676
1511	35.4448088
1512	35.43834549
1513	35.42169227
1514	35.41186877
1515	35.40216837
1516	35.39762199
1517	35.38969847
1518	35.36363258
1519	35.35640887
1520	35.34441194
1521	35.33638397
1522	35.31242452
1523	35.2947705
1524	35.28283949
1525	35.27747605
1526	35.27203185
1527	35.266311
1528	35.25619383
1529	35.24380911
1530	35.23824373
1531	35.23493934
1532	35.2294236
1533	35.21786385
1534	35.20973854
1535	35.20631655
1536	35.19676968
1537	35.1908322
1538	35.18338251
1539	35.17055848
1540	35.15719969
1541	35.12673815
1542	35.12083771
1543	35.10734824
1544	35.10301632
1545	35.09628162
1546	35.08837974
1547	35.07087514
1548	35.06292674
1549	35.05465127
1550	35.04462576
1551	35.03270171
1552	35.02416239
1553	35.02041418
1554	35.0100415
1555	35.00718255
1556	35.00223225
1557	34.99076913
1558	34.98411212
1559	34.97566493
1560	34.96379802
1561	34.95617602
1562	34.94797935
1563	34.93908243
1564	34.93389552
1565	34.92338948
1566	34.91924072
1567	34.90654913
1568	34.88784514
1569	34.88188905
1570	34.87841498
1571	34.87421868
1572	34.86240165
1573	34.85349696
1574	34.84391324
1575	34.83590719
1576	34.82775379
1577	34.81810429
1578	34.8024155
1579	34.78448502
1580	34.78129145
1581	34.7728608
1582	34.76407425
1583	34.74242577
1584	34.73889305
1585	34.72447491
1586	34.71731833
1587	34.70790542
1588	34.69862305
1589	34.68121162
1590	34.67409209
1591	34.65831099
1592	34.65057107
1593	34.64542354
1594	34.64102677
1595	34.63222211
1596	34.62614416
1597	34.61903809
1598	34.61020422
1599	34.59852972
1600	34.59130455
1601	34.58587996
1602	34.57876089
1603	34.56371312
1604	34.55816002
1605	34.55003453
1606	34.54253419
1607	34.53888045
1608	34.5329979
1609	34.52795831
1610	34.52283037
1611	34.51480194
1612	34.50894609
1613	34.49972154
1614	34.49133108
1615	34.48255576
1616	34.4763471
1617	34.47102891
1618	34.46247611
1619	34.45116319
1620	34.44469021
1621	34.4340729
1622	34.41512994
1623	34.40660126
1624	34.39972665
1625	34.39170751
1626	34.38649033
1627	34.37956296
1628	34.37010512
1629	34.36520456
1630	34.34744683
1631	34.3404735
1632	34.33520806
1633	34.32919538
1634	34.3241973
1635	34.31904249
1636	34.30719028
1637	34.30194833
1638	34.2910711
1639	34.28308376
1640	34.27517803
1641	34.26825917
1642	34.25806198
1643	34.25099529
1644	34.24229444
1645	34.23696495
1646	34.22368598
1647	34.20906742
1648	34.19733246
1649	34.18610873
1650	34.17554382
1651	34.16791224
1652	34.16136167
1653	34.1561763
1654	34.14792045
1655	34.14129421
1656	34.12690383
1657	34.12270134
1658	34.11542093
1659	34.11245465
1660	34.10725706
1661	34.10235348
1662	34.09528089
1663	34.09187411
1664	34.08716015
1665	34.07066337
1666	34.06449482
1667	34.05451264
