iter	Passed	Remaining
429	1705	10196
430	1709	10190
431	1713	10183
432	1716	10176
433	1719	10167
434	1722	10159
435	1727	10160
436	1731	10155
437	1735	10149
438	1739	10145
439	1742	10139
440	1745	10130
441	1748	10121
442	1752	10114
443	1755	10105
444	1759	10100
445	1762	10093
446	1766	10087
447	1769	10079
448	1772	10072
449	1776	10064
450	1779	10059
451	1783	10053
452	1786	10045
453	1790	10039
454	1794	10039
455	1798	10031
456	1801	10024
457	1804	10015
458	1807	10008
459	1814	10021
460	1818	10013
461	1821	10005
462	1827	10016
463	1831	10010
464	1835	10008
465	1839	10005
466	1847	10019
467	1850	10011
468	1853	10003
469	1857	9998
470	1861	9993
471	1864	9986
472	1868	9980
473	1871	9975
474	1879	9991
475	1886	10001
476	1893	10014
477	1899	10023
478	1907	10037
479	1913	10046
480	1917	10041
481	1920	10035
482	1926	10038
483	1932	10045
484	1936	10039
485	1939	10034
486	1945	10040
487	1948	10031
488	1951	10022
489	1955	10016
490	1958	10008
491	1961	10000
492	1965	9995
493	1968	9986
494	1972	9982
495	1975	9975
496	1979	9967
497	1982	9959
498	1985	9951
499	1989	9945
500	1992	9937
501	1995	9929
502	1998	9920
503	2002	9917
504	2006	9911
505	2009	9906
506	2016	9917
507	2020	9911
508	2024	9907
509	2027	9899
510	2031	9895
511	2036	9894
512	2040	9890
513	2043	9884
514	2047	9878
515	2052	9879
516	2055	9871
517	2059	9866
518	2062	9860
519	2066	9853
520	2070	9852
521	2073	9845
522	2077	9837
523	2080	9831
524	2084	9827
525	2088	9820
526	2091	9813
527	2094	9805
528	2097	9798
529	2101	9794
530	2105	9789
531	2109	9785
532	2112	9779
533	2116	9774
534	2120	9770
535	2124	9764
536	2127	9758
537	2130	9750
538	2135	9750
539	2141	9756
540	2145	9753
541	2150	9750
542	2153	9743
543	2156	9735
544	2159	9727
545	2162	9720
546	2170	9732
547	2174	9728
548	2177	9722
549	2181	9718
550	2185	9715
551	2189	9711
552	2194	9712
553	2198	9708
554	2202	9702
555	2205	9693
556	2208	9685
557	2211	9678
558	2217	9684
559	2220	9676
560	2227	9686
561	2233	9690
562	2236	9682
563	2240	9676
564	2246	9681
565	2250	9677
566	2253	9671
567	2257	9666
568	2260	9659
569	2264	9654
570	2267	9647
571	2271	9640
572	2274	9634
573	2278	9629
574	2281	9623
575	2285	9616
576	2288	9609
577	2291	9601
578	2295	9596
579	2298	9590
580	2301	9582
581	2305	9577
582	2309	9572
583	2315	9578
584	2321	9585
585	2327	9590
586	2332	9587
587	2336	9582
588	2339	9576
589	2344	9575
590	2350	9579
591	2354	9576
592	2358	9571
593	2361	9567
594	2369	9576
595	2373	9573
596	2377	9570
597	2380	9562
598	2385	9562
599	2389	9556
600	2392	9551
601	2396	9546
602	2399	9539
603	2402	9531
604	2405	9523
605	2409	9519
606	2413	9513
607	2416	9506
608	2419	9499
609	2423	9493
610	2427	9490
611	2434	9499
612	2442	9509
613	2448	9515
614	2455	9521
615	2459	9519
616	2463	9514
617	2466	9506
618	2469	9498
619	2473	9494
620	2477	9491
621	2481	9486
622	2484	9480
623	2488	9474
624	2492	9473
625	2496	9466
626	2499	9460
627	2503	9455
628	2508	9454
629	2511	9449
630	2514	9442
631	2517	9433
632	2520	9426
633	2525	9423
634	2528	9417
635	2532	9412
636	2535	9406
637	2539	9400
638	2542	9394
639	2545	9386
640	2549	9381
641	2556	9389
642	2563	9395
643	2571	9407
644	2575	9404
645	2580	9403
646	2584	9398
647	2588	9397
648	2593	9396
649	2597	9391
650	2601	9388
651	2606	9386
652	2613	9392
653	2618	9392
654	2622	9389
655	2625	9382
656	2629	9378
657	2633	9373
658	2637	9370
659	2641	9364
660	2644	9358
661	2648	9353
662	2652	9350
663	2657	9348
664	2662	9350
665	2666	9344
666	2672	9346
667	2676	9344
668	2681	9344
669	2686	9341
670	2689	9335
671	2696	9341
672	2702	9343
673	2705	9336
674	2708	9330
675	2712	9323
676	2715	9317
677	2719	9312
678	2722	9306
679	2725	9299
680	2728	9292
681	2732	9285
682	2735	9280
683	2740	9280
684	2745	9278
685	2748	9272
686	2752	9267
687	2755	9260
688	2758	9253
689	2762	9247
690	2765	9242
691	2769	9237
692	2773	9232
693	2776	9226
694	2780	9221
695	2784	9216
696	2787	9208
697	2790	9201
698	2792	9193
699	2796	9187
700	2800	9184
701	2803	9178
702	2806	9171
703	2810	9165
704	2814	9162
705	2818	9158
706	2822	9152
707	2825	9146
708	2829	9141
709	2832	9136
710	2835	9130
711	2839	9124
712	2842	9118
713	2846	9113
714	2849	9106
715	2852	9100
716	2856	9094
717	2859	9088
718	2863	9085
719	2867	9080
720	2871	9075
721	2874	9068
722	2878	9064
723	2882	9061
724	2885	9055
725	2888	9048
726	2895	9051
727	2899	9047
728	2902	9042
729	2906	9036
730	2909	9030
731	2913	9027
732	2917	9022
733	2920	9016
734	2923	9009
735	2927	9006
736	2931	9001
737	2936	9001
738	2943	9004
739	2949	9008
740	2953	9005
741	2958	9003
742	2965	9007
743	2971	9010
744	2977	9012
745	2983	9015
746	2990	9020
747	2999	9030
748	3004	9028
749	3008	9026
750	3012	9022
751	3016	9016
752	3019	9010
753	3025	9011
754	3028	9005
755	3032	9001
756	3035	8995
757	3041	8997
758	3045	8992
759	3049	8987
760	3052	8981
761	3058	8982
762	3061	8975
763	3064	8969
764	3069	8969
765	3075	8969
766	3078	8963
767	3082	8958
768	3089	8962
769	3092	8957
770	3096	8951
771	3099	8945
772	3103	8940
773	3108	8938
774	3111	8933
775	3115	8928
776	3118	8921
777	3122	8917
778	3125	8911
779	3129	8905
780	3132	8899
781	3136	8897
782	3140	8891
783	3143	8884
784	3146	8877
785	3149	8871
786	3153	8866
787	3156	8860
788	3159	8853
789	3162	8846
790	3165	8840
791	3170	8839
792	3174	8834
793	3177	8827
794	3180	8822
795	3185	8820
796	3188	8813
797	3191	8806
798	3194	8800
799	3198	8794
800	3201	8789
801	3205	8784
802	3208	8777
803	3211	8770
804	3214	8764
805	3219	8763
806	3222	8757
807	3226	8752
808	3229	8745
809	3232	8738
810	3236	8736
811	3240	8730
812	3243	8724
813	3246	8718
814	3250	8715
815	3254	8710
816	3258	8705
817	3261	8700
818	3266	8698
819	3270	8694
820	3275	8692
821	3281	8693
822	3286	8693
823	3292	8695
824	3295	8689
825	3299	8685
826	3303	8679
827	3307	8676
828	3310	8670
829	3316	8669
830	3319	8663
831	3322	8656
832	3326	8652
833	3329	8647
834	3336	8650
835	3340	8647
836	3344	8641
837	3348	8639
838	3352	8633
839	3358	8636
840	3364	8638
841	3368	8633
842	3372	8628
843	3376	8624
844	3379	8619
845	3384	8616
846	3387	8610
847	3390	8605
848	3394	8601
849	3398	8596
850	3402	8591
851	3405	8585
852	3408	8579
853	3414	8580
854	3418	8575
855	3421	8570
856	3428	8573
857	3432	8569
858	3435	8562
859	3438	8557
860	3442	8552
861	3447	8550
862	3450	8543
863	3453	8538
864	3457	8533
865	3460	8527
866	3464	8522
867	3467	8517
868	3471	8512
869	3474	8506
870	3479	8504
871	3482	8498
872	3485	8493
873	3488	8486
874	3492	8481
875	3496	8478
876	3500	8473
877	3503	8468
878	3507	8464
879	3512	8460
880	3515	8455
881	3518	8450
882	3522	8444
883	3525	8439
884	3529	8434
885	3532	8428
886	3537	8425
887	3540	8421
888	3544	8416
889	3547	8411
890	3551	8406
891	3557	8407
892	3560	8401
893	3564	8395
894	3567	8389
895	3570	8384
896	3575	8383
897	3578	8377
898	3582	8371
899	3585	8366
900	3588	8359
901	3594	8359
902	3601	8364
903	3607	8364
904	3610	8358
905	3614	8353
906	3617	8348
907	3620	8342
908	3625	8339
909	3628	8334
910	3632	8329
911	3635	8323
912	3639	8319
913	3642	8313
914	3645	8307
915	3648	8300
916	3651	8295
917	3656	8293
918	3662	8293
919	3665	8287
920	3669	8283
921	3674	8281
922	3677	8275
923	3680	8269
924	3683	8263
925	3688	8261
926	3692	8257
927	3695	8251
928	3698	8245
929	3702	8240
930	3706	8236
931	3709	8231
932	3712	8225
933	3715	8219
934	3719	8215
935	3723	8211
936	3727	8205
937	3730	8201
938	3735	8198
939	3742	8200
940	3748	8202
941	3752	8197
942	3756	8194
943	3762	8194
944	3766	8190
945	3773	8192
946	3777	8188
947	3783	8190
948	3787	8185
949	3791	8182
950	3796	8179
951	3799	8174
952	3804	8171
953	3807	8166
954	3811	8161
955	3815	8158
956	3821	8158
957	3825	8153
958	3828	8148
959	3832	8144
960	3836	8139
961	3839	8133
962	3842	8128
963	3845	8122
964	3851	8122
965	3855	8118
966	3859	8113
967	3862	8108
968	3867	8106
969	3870	8100
970	3874	8095
971	3878	8091
972	3884	8091
973	3887	8087
974	3891	8082
975	3896	8079
976	3900	8076
977	3904	8071
978	3907	8065
979	3910	8059
980	3914	8056
981	3917	8051
982	3921	8045
983	3924	8039
984	3927	8034
985	3931	8030
986	3934	8025
987	3938	8020
988	3942	8015
989	3945	8011
990	3951	8010
991	3954	8004
992	3957	7999
993	3962	7996
994	3966	7992
995	3969	7986
996	3972	7981
997	3975	7975
998	3980	7973
999	3984	7969
1000	3988	7965
1001	3991	7959
1002	3995	7956
1003	3999	7950
1004	4002	7944
1005	4005	7939
1006	4008	7933
1007	4012	7929
1008	4015	7924
1009	4018	7918
1010	4022	7912
1011	4025	7906
1012	4031	7908
1013	4038	7909
1014	4043	7908
1015	4047	7902
1016	4050	7897
1017	4053	7892
1018	4056	7886
1019	4060	7881
1020	4064	7877
1021	4068	7873
1022	4074	7874
1023	4078	7870
1024	4081	7864
1025	4085	7859
1026	4088	7854
1027	4092	7851
1028	4097	7848
1029	4101	7844
1030	4104	7839
1031	4109	7835
1032	4112	7830
1033	4115	7825
1034	4119	7820
1035	4122	7815
1036	4127	7812
1037	4130	7807
1038	4134	7802
1039	4137	7797
1040	4142	7794
1041	4145	7790
1042	4149	7786
1043	4153	7780
1044	4157	7777
1045	4161	7773
1046	4164	7768
1047	4168	7764
1048	4172	7759
1049	4176	7755
1050	4179	7750
1051	4183	7746
1052	4186	7741
1053	4189	7735
1054	4195	7735
1055	4199	7731
1056	4203	7727
1057	4207	7723
1058	4211	7718
1059	4214	7713
1060	4217	7707
1061	4220	7702
1062	4226	7701
1063	4229	7696
1064	4232	7690
1065	4236	7686
1066	4241	7684
1067	4245	7679
1068	4248	7674
1069	4252	7670
1070	4257	7668
1071	4260	7663
1072	4264	7658
1073	4268	7653
1074	4272	7649
1075	4275	7644
1076	4278	7639
1077	4281	7633
1078	4286	7630
1079	4290	7627
1080	4295	7624
1081	4301	7625
1082	4305	7620
1083	4308	7615
1084	4312	7611
1085	4315	7606
1086	4320	7602
1087	4326	7603
1088	4332	7603
1089	4336	7599
1090	4340	7594
1091	4344	7590
1092	4347	7585
1093	4351	7581
1094	4355	7576
1095	4358	7572
1096	4362	7567
1097	4366	7563
1098	4369	7558
1099	4372	7553
1100	4376	7548
1101	4379	7543
1102	4384	7540
1103	4387	7535
1104	4391	7531
1105	4394	7525
1106	4397	7520
1107	4401	7516
1108	4404	7510
1109	4408	7506
1110	4411	7500
1111	4414	7495
1112	4419	7492
1113	4422	7487
1114	4426	7482
1115	4429	7477
1116	4433	7473
1117	4436	7468
1118	4440	7464
1119	4443	7459
1120	4448	7456
1121	4451	7451
1122	4455	7446
1123	4461	7446
1124	4466	7444
1125	4472	7444
1126	4476	7439
1127	4480	7436
1128	4485	7432
1129	4488	7427
1130	4491	7422
1131	4496	7420
1132	4500	7416
1133	4504	7412
1134	4508	7407
1135	4512	7403
1136	4519	7404
1137	4525	7405
1138	4530	7402
1139	4533	7396
1140	4537	7392
1141	4540	7387
1142	4544	7382
1143	4547	7378
1144	4550	7372
1145	4553	7367
1146	4557	7362
1147	4561	7358
1148	4566	7356
1149	4572	7355
1150	4575	7350
1151	4579	7346
1152	4583	7342
1153	4587	7337
1154	4591	7335
1155	4597	7334
1156	4601	7329
1157	4604	7324
1158	4608	7319
1159	4612	7316
1160	4615	7311
1161	4618	7305
1162	4622	7301
1163	4625	7296
1164	4629	7291
1165	4632	7286
1166	4635	7281
1167	4638	7276
1168	4642	7270
1169	4645	7266
1170	4648	7260
1171	4652	7255
1172	4655	7251
1173	4658	7246
1174	4661	7240
1175	4664	7235
1176	4668	7230
1177	4671	7225
1178	4675	7221
1179	4679	7217
1180	4682	7212
1181	4686	7208
1182	4690	7204
1183	4694	7200
1184	4697	7194
1185	4700	7189
1186	4703	7184
1187	4706	7178
1188	4710	7174
1189	4713	7169
1190	4717	7164
1191	4721	7162
1192	4726	7159
1193	4730	7154
1194	4733	7150
1195	4737	7145
1196	4741	7141
1197	4744	7136
1198	4748	7132
1199	4752	7128
1200	4755	7123
1201	4760	7120
1202	4763	7115
1203	4767	7111
1204	4771	7108
1205	4775	7104
1206	4779	7099
1207	4782	7095
1208	4786	7090
1209	4790	7086
1210	4793	7081
1211	4796	7076
1212	4800	7071
1213	4803	7067
1214	4808	7064
1215	4812	7060
1216	4815	7055
1217	4819	7051
1218	4823	7047
1219	4826	7042
1220	4830	7037
1221	4833	7032
1222	4837	7028
1223	4841	7024
1224	4845	7020
1225	4848	7015
1226	4852	7011
1227	4856	7007
1228	4859	7003
1229	4863	6998
1230	4867	6994
1231	4871	6990
1232	4874	6986
1233	4878	6981
1234	4881	6976
1235	4885	6972
1236	4890	6969
1237	4894	6965
1238	4898	6961
1239	4901	6957
1240	4906	6954
1241	4910	6950
1242	4915	6947
1243	4919	6944
1244	4927	6945
1245	4932	6943
1246	4937	6940
1247	4940	6936
1248	4943	6930
1249	4947	6926
1250	4952	6923
1251	4955	6918
1252	4959	6915
1253	4963	6910
1254	4967	6907
1255	4972	6904
1256	4977	6902
1257	4984	6902
1258	4989	6900
1259	4993	6895
1260	4996	6890
1261	4999	6885
1262	5004	6882
1263	5007	6877
1264	5010	6872
1265	5013	6867
1266	5018	6863
1267	5022	6860
1268	5025	6855
1269	5029	6850
1270	5033	6847
1271	5037	6843
1272	5041	6838
1273	5044	6834
1274	5049	6831
1275	5052	6826
1276	5056	6822
1277	5059	6817
1278	5063	6813
1279	5067	6809
1280	5070	6804
1281	5075	6802
1282	5079	6797
1283	5083	6793
1284	5087	6789
1285	5090	6784
1286	5094	6780
1287	5097	6776
1288	5102	6773
1289	5105	6768
1290	5108	6763
1291	5112	6758
1292	5118	6757
1293	5125	6757
1294	5132	6756
1295	5135	6752
1296	5139	6748
1297	5147	6749
1298	5154	6750
1299	5158	6746
1300	5162	6742
1301	5168	6740
1302	5171	6735
1303	5175	6730
1304	5179	6726
1305	5185	6725
1306	5188	6720
1307	5192	6716
1308	5196	6712
1309	5200	6709
1310	5204	6705
1311	5209	6702
1312	5214	6699
1313	5217	6694
1314	5220	6689
1315	5224	6685
1316	5227	6680
1317	5231	6676
1318	5237	6675
1319	5243	6673
1320	5247	6669
1321	5250	6664
1322	5254	6660
1323	5257	6655
1324	5262	6652
1325	5265	6647
1326	5268	6642
1327	5272	6637
1328	5277	6635
1329	5280	6630
1330	5284	6626
1331	5288	6622
1332	5291	6617
1333	5296	6614
1334	5299	6609
1335	5305	6608
1336	5309	6604
1337	5314	6601
1338	5319	6598
1339	5322	6593
1340	5329	6592
1341	5332	6588
1342	5335	6583
1343	5338	6578
1344	5343	6575
1345	5347	6570
1346	5350	6565
1347	5353	6561
1348	5358	6557
1349	5362	6553
1350	5365	6549
1351	5369	6544
1352	5373	6541
1353	5376	6536
1354	5379	6531
1355	5383	6526
1356	5386	6521
1357	5389	6516
1358	5393	6512
1359	5396	6507
1360	5399	6502
1361	5403	6497
1362	5406	6493
1363	5410	6488
1364	5413	6483
1365	5416	6478
1366	5419	6473
1367	5424	6471
1368	5429	6468
1369	5432	6463
1370	5436	6459
1371	5441	6457
1372	5445	6452
1373	5448	6447
1374	5452	6443
1375	5457	6440
1376	5461	6437
1377	5464	6432
1378	5468	6427
1379	5473	6425
1380	5477	6421
1381	5480	6416
1382	5484	6412
1383	5487	6407
1384	5491	6403
1385	5495	6399
1386	5498	6394
1387	5501	6389
1388	5508	6388
1389	5512	6384
1390	5515	6379
1391	5520	6376
1392	5525	6374
1393	5529	6370
1394	5532	6365
1395	5537	6362
1396	5541	6358
1397	5544	6353
1398	5547	6348
1399	5551	6344
1400	5556	6342
1401	5562	6340
1402	5566	6336
1403	5570	6332
1404	5574	6328
1405	5578	6323
1406	5581	6318
1407	5588	6318
1408	5593	6316
1409	5600	6315
1410	5606	6313
1411	5610	6309
1412	5614	6305
1413	5619	6303
1414	5623	6298
1415	5627	6294
1416	5630	6290
1417	5637	6289
1418	5640	6284
1419	5644	6279
1420	5649	6277
1421	5652	6272
1422	5656	6268
1423	5661	6266
1424	5666	6262
1425	5669	6257
1426	5672	6253
1427	5676	6248
1428	5681	6245
1429	5685	6242
1430	5689	6237
1431	5692	6233
1432	5697	6229
1433	5701	6226
1434	5705	6221
1435	5708	6217
1436	5713	6214
1437	5716	6209
1438	5720	6205
1439	5724	6201
1440	5728	6197
1441	5731	6192
1442	5735	6188
1443	5738	6183
1444	5743	6180
1445	5747	6176
1446	5751	6172
1447	5754	6168
1448	5759	6164
1449	5764	6161
1450	5768	6157
1451	5771	6152
1452	5775	6149
1453	5779	6145
1454	5783	6140
1455	5786	6136
1456	5789	6131
1457	5795	6128
1458	5798	6124
1459	5802	6120
1460	5808	6118
1461	5813	6116
1462	5816	6110
1463	5819	6105
1464	5822	6101
1465	5827	6097
1466	5830	6092
1467	5834	6088
1468	5838	6084
1469	5843	6081
1470	5846	6077
1471	5850	6072
1472	5853	6068
1473	5858	6065
1474	5862	6061
1475	5866	6057
1476	5870	6052
1477	5874	6049
1478	5878	6044
1479	5881	6040
1480	5884	6035
1481	5889	6032
1482	5893	6028
1483	5897	6024
1484	5900	6020
1485	5905	6016
1486	5909	6012
1487	5912	6007
1488	5916	6003
1489	5920	5999
1490	5924	5996
1491	5928	5991
1492	5931	5987
1493	5935	5983
1494	5952	5992
1495	5960	5992
1496	5963	5987
1497	5967	5983
1498	5972	5980
1499	5976	5976
1500	5979	5971
1501	5982	5967
1502	5987	5963
1503	5990	5958
1504	5993	5953
1505	5996	5948
1506	5999	5943
1507	6005	5941
1508	6008	5936
1509	6011	5932
1510	6015	5927
1511	6021	5925
1512	6024	5920
1513	6027	5915
1514	6030	5911
1515	6036	5909
1516	6040	5905
1517	6044	5900
1518	6047	5896
1519	6053	5894
1520	6057	5890
1521	6060	5885
1522	6064	5880
1523	6069	5878
1524	6074	5875
1525	6078	5871
1526	6083	5868
1527	6087	5864
1528	6090	5859
1529	6093	5854
1530	6098	5851
1531	6105	5850
1532	6111	5848
1533	6118	5846
1534	6125	5845
1535	6129	5842
1536	6134	5839
1537	6141	5838
1538	6145	5833
1539	6149	5830
1540	6152	5825
1541	6156	5820
1542	6159	5816
1543	6164	5813
1544	6168	5808
1545	6171	5803
1546	6174	5799
1547	6180	5796
1548	6184	5792
1549	6187	5787
1550	6190	5783
1551	6194	5779
1552	6198	5775
1553	6202	5771
1554	6206	5767
1555	6213	5766
1556	6217	5762
1557	6221	5758
1558	6225	5753
1559	6229	5750
1560	6232	5745
1561	6236	5741
1562	6239	5736
1563	6243	5732
1564	6248	5729
1565	6251	5724
1566	6254	5719
1567	6257	5714
1568	6261	5710
1569	6265	5706
1570	6268	5702
1571	6273	5698
1572	6278	5695
1573	6283	5692
1574	6289	5690
1575	6294	5687
1576	6297	5682
1577	6300	5677
1578	6307	5676
1579	6311	5672
1580	6314	5667
1581	6318	5663
1582	6322	5659
1583	6325	5654
1584	6328	5650
1585	6335	5648
1586	6341	5646
1587	6345	5641
1588	6349	5637
1589	6352	5633
1590	6358	5631
1591	6361	5626
1592	6365	5622
1593	6371	5620
1594	6376	5617
1595	6381	5613
1596	6384	5609
1597	6388	5605
1598	6392	5601
1599	6396	5596
1600	6400	5592
1601	6404	5588
1602	6409	5586
1603	6414	5582
1604	6417	5578
1605	6421	5573
1606	6425	5570
1607	6430	5566
1608	6434	5562
1609	6437	5557
1610	6441	5553
1611	6444	5549
1612	6447	5544
1613	6451	5539
1614	6456	5537
1615	6460	5533
1616	6464	5529
1617	6468	5524
1618	6472	5521
1619	6476	5516
1620	6479	5512
1621	6483	5508
1622	6488	5505
1623	6492	5500
1624	6495	5496
1625	6499	5492
1626	6503	5488
1627	6507	5484
1628	6511	5480
1629	6514	5475
1630	6518	5471
1631	6524	5469
1632	6531	5467
1633	6537	5465
1634	6541	5460
1635	6544	5456
1636	6549	5452
1637	6555	5450
1638	6558	5446
1639	6562	5442
1640	6566	5437
1641	6571	5434
1642	6576	5431
1643	6579	5426
1644	6583	5422
1645	6587	5418
1646	6591	5414
1647	6594	5410
1648	6600	5407
1649	6604	5403
1650	6608	5399
1651	6611	5394
1652	6615	5390
1653	6619	5386
1654	6623	5382
1655	6627	5378
1656	6630	5374
1657	6635	5370
1658	6639	5366
1659	6648	5366
1660	6653	5363
1661	6658	5360
1662	6664	5357
1663	6669	5355
1664	6673	5350
1665	6676	5346
1666	6682	5343
1667	6688	5341
1668	6692	5337
1669	6695	5332
1670	6699	5328
1671	6703	5324
1672	6707	5320
1673	6710	5315
1674	6714	5311
1675	6719	5308
1676	6722	5303
1677	6726	5299
1678	6734	5298
1679	6741	5296
1680	6744	5292
1681	6750	5289
1682	6754	5285
1683	6758	5281
1684	6762	5277
1685	6765	5272
1686	6769	5268
1687	6772	5263
1688	6775	5258
1689	6778	5254
