iter	Passed	Remaining
1690	6782	5250
1691	6785	5245
1692	6788	5241
1693	6791	5236
1694	6795	5232
1695	6800	5228
1696	6804	5224
1697	6807	5220
1698	6811	5215
1699	6814	5211
1700	6817	5206
1701	6824	5204
1702	6830	5201
1703	6833	5197
1704	6836	5192
1705	6840	5188
1706	6844	5184
1707	6848	5180
1708	6851	5176
1709	6855	5171
1710	6859	5167
1711	6862	5162
1712	6865	5158
1713	6869	5153
1714	6872	5149
1715	6876	5145
1716	6879	5140
1717	6883	5136
1718	6887	5132
1719	6891	5128
1720	6896	5125
1721	6899	5120
1722	6904	5117
1723	6909	5113
1724	6913	5109
1725	6916	5105
1726	6920	5101
1727	6925	5098
1728	6929	5093
1729	6933	5089
1730	6936	5085
1731	6941	5082
1732	6945	5077
1733	6948	5073
1734	6951	5068
1735	6954	5063
1736	6960	5061
1737	6964	5056
1738	6967	5052
1739	6972	5048
1740	6975	5044
1741	6979	5040
1742	6982	5035
1743	6986	5031
1744	6990	5027
1745	6994	5023
1746	6997	5018
1747	7000	5014
1748	7004	5010
1749	7008	5006
1750	7011	5001
1751	7014	4996
1752	7017	4992
1753	7021	4987
1754	7024	4983
1755	7028	4979
1756	7031	4974
1757	7035	4970
1758	7040	4967
1759	7043	4962
1760	7046	4957
1761	7050	4953
1762	7054	4950
1763	7058	4945
1764	7061	4940
1765	7064	4936
1766	7067	4931
1767	7073	4928
1768	7076	4924
1769	7080	4920
1770	7083	4915
1771	7088	4912
1772	7092	4908
1773	7096	4904
1774	7102	4901
1775	7105	4896
1776	7109	4892
1777	7112	4888
1778	7116	4884
1779	7121	4881
1780	7126	4877
1781	7129	4873
1782	7133	4868
1783	7136	4864
1784	7142	4862
1785	7149	4859
1786	7154	4856
1787	7157	4851
1788	7161	4847
1789	7164	4843
1790	7169	4839
1791	7173	4835
1792	7176	4831
1793	7180	4827
1794	7185	4823
1795	7189	4819
1796	7192	4815
1797	7198	4812
1798	7203	4808
1799	7206	4804
1800	7209	4799
1801	7215	4796
1802	7219	4792
1803	7222	4788
1804	7226	4784
1805	7230	4780
1806	7235	4776
1807	7240	4773
1808	7246	4770
1809	7251	4767
1810	7255	4763
1811	7258	4759
1812	7262	4754
1813	7266	4751
1814	7271	4747
1815	7274	4743
1816	7278	4738
1817	7282	4734
1818	7286	4730
1819	7290	4726
1820	7293	4722
1821	7297	4718
1822	7301	4714
1823	7305	4709
1824	7308	4705
1825	7313	4702
1826	7317	4697
1827	7321	4693
1828	7324	4689
1829	7329	4685
1830	7333	4681
1831	7337	4677
1832	7341	4673
1833	7347	4671
1834	7352	4667
1835	7356	4663
1836	7360	4659
1837	7365	4656
1838	7368	4652
1839	7372	4648
1840	7376	4643
1841	7380	4639
1842	7383	4635
1843	7387	4631
1844	7391	4626
1845	7395	4623
1846	7399	4618
1847	7403	4614
1848	7406	4610
1849	7411	4606
1850	7414	4602
1851	7417	4598
1852	7421	4594
1853	7425	4590
1854	7430	4586
1855	7435	4583
1856	7439	4579
1857	7444	4575
1858	7447	4571
1859	7451	4567
1860	7455	4562
1861	7458	4558
1862	7461	4554
1863	7464	4549
1864	7468	4545
1865	7472	4541
1866	7477	4537
1867	7481	4534
1868	7485	4529
1869	7490	4526
1870	7494	4522
1871	7498	4518
1872	7501	4513
1873	7507	4510
1874	7514	4508
1875	7518	4504
1876	7523	4501
1877	7529	4498
1878	7534	4494
1879	7538	4491
1880	7542	4486
1881	7546	4483
1882	7550	4478
1883	7554	4474
1884	7558	4470
1885	7561	4466
1886	7565	4462
1887	7568	4457
1888	7574	4454
1889	7578	4450
1890	7581	4446
1891	7586	4442
1892	7590	4438
1893	7593	4434
1894	7597	4430
1895	7601	4426
1896	7605	4422
1897	7609	4418
1898	7613	4413
1899	7616	4409
1900	7620	4405
1901	7625	4402
1902	7633	4400
1903	7637	4396
1904	7641	4392
1905	7644	4387
1906	7648	4383
1907	7651	4379
1908	7655	4375
1909	7659	4371
1910	7663	4366
1911	7667	4362
1912	7671	4359
1913	7675	4355
1914	7679	4350
1915	7683	4346
1916	7686	4342
1917	7689	4338
1918	7693	4333
1919	7697	4329
1920	7700	4325
1921	7704	4321
1922	7708	4317
1923	7711	4312
1924	7716	4309
1925	7719	4304
1926	7723	4300
1927	7726	4295
1928	7729	4291
1929	7733	4287
1930	7737	4283
1931	7740	4278
1932	7743	4274
1933	7747	4270
1934	7751	4266
1935	7755	4262
1936	7761	4259
1937	7767	4256
1938	7771	4252
1939	7776	4248
1940	7779	4244
1941	7784	4240
1942	7787	4236
1943	7791	4232
1944	7794	4227
1945	7798	4223
1946	7801	4219
1947	7805	4215
1948	7808	4210
1949	7812	4206
1950	7816	4202
1951	7820	4198
1952	7825	4195
1953	7831	4192
1954	7835	4188
1955	7839	4184
1956	7843	4180
1957	7847	4176
1958	7850	4171
1959	7853	4166
1960	7859	4164
1961	7865	4161
1962	7869	4157
1963	7875	4154
1964	7880	4150
1965	7884	4146
1966	7889	4143
1967	7892	4138
1968	7899	4136
1969	7905	4133
1970	7908	4128
1971	7915	4126
1972	7922	4123
1973	7925	4119
1974	7929	4115
1975	7932	4110
1976	7935	4106
1977	7939	4101
1978	7942	4097
1979	7946	4093
1980	7949	4089
1981	7953	4084
1982	7957	4080
1983	7962	4077
1984	7965	4073
1985	7969	4068
1986	7972	4064
1987	7976	4060
1988	7981	4056
1989	7985	4052
1990	7989	4048
1991	7992	4044
1992	7996	4040
1993	7999	4035
1994	8003	4031
1995	8006	4027
1996	8010	4023
1997	8013	4018
1998	8017	4014
1999	8024	4012
2000	8028	4008
2001	8031	4003
2002	8034	3999
2003	8038	3994
2004	8042	3991
2005	8045	3986
2006	8049	3982
2007	8052	3978
2008	8056	3973
2009	8060	3969
2010	8063	3965
2011	8067	3961
2012	8070	3957
2013	8074	3953
2014	8079	3949
2015	8082	3945
2016	8086	3940
2017	8090	3937
2018	8094	3932
2019	8098	3928
2020	8101	3924
2021	8105	3920
2022	8109	3916
2023	8113	3912
2024	8117	3908
2025	8121	3904
2026	8124	3900
2027	8128	3895
2028	8132	3891
2029	8135	3887
2030	8140	3883
2031	8143	3879
2032	8147	3875
2033	8151	3871
2034	8155	3867
2035	8158	3863
2036	8162	3858
2037	8166	3854
2038	8170	3850
2039	8174	3846
2040	8177	3842
2041	8180	3838
2042	8184	3833
2043	8190	3830
2044	8194	3826
2045	8198	3822
2046	8202	3818
2047	8205	3814
2048	8210	3810
2049	8216	3807
2050	8221	3804
2051	8225	3799
2052	8229	3795
2053	8232	3791
2054	8236	3787
2055	8241	3783
2056	8244	3779
2057	8248	3775
2058	8254	3772
2059	8257	3768
2060	8261	3763
2061	8264	3759
2062	8270	3756
2063	8275	3752
2064	8279	3748
2065	8282	3744
2066	8286	3740
2067	8290	3736
2068	8293	3731
2069	8296	3727
2070	8304	3725
2071	8308	3721
2072	8311	3716
2073	8316	3713
2074	8320	3709
2075	8324	3704
2076	8327	3700
2077	8331	3696
2078	8336	3693
2079	8343	3690
2080	8348	3686
2081	8352	3682
2082	8356	3678
2083	8360	3674
2084	8365	3671
2085	8372	3668
2086	8376	3664
2087	8380	3660
2088	8384	3656
2089	8387	3652
2090	8391	3648
2091	8395	3644
2092	8399	3639
2093	8403	3635
2094	8406	3631
2095	8410	3627
2096	8413	3623
2097	8417	3618
2098	8421	3614
2099	8424	3610
2100	8428	3606
2101	8432	3602
2102	8435	3598
2103	8439	3594
2104	8443	3589
2105	8447	3585
2106	8450	3581
2107	8454	3577
2108	8458	3573
2109	8462	3569
2110	8465	3565
2111	8468	3560
2112	8472	3556
2113	8475	3552
2114	8479	3548
2115	8482	3543
2116	8486	3539
2117	8489	3535
2118	8494	3531
2119	8497	3527
2120	8501	3523
2121	8504	3519
2122	8508	3514
2123	8512	3510
2124	8515	3506
2125	8518	3502
2126	8523	3498
2127	8527	3494
2128	8530	3489
2129	8534	3485
2130	8537	3481
2131	8541	3477
2132	8545	3473
2133	8548	3469
2134	8551	3464
2135	8555	3460
2136	8559	3456
2137	8562	3452
2138	8566	3448
2139	8569	3444
2140	8573	3440
2141	8578	3436
2142	8581	3431
2143	8585	3427
2144	8588	3423
2145	8592	3419
2146	8595	3415
2147	8599	3411
2148	8603	3406
2149	8607	3403
2150	8611	3398
2151	8615	3394
2152	8618	3390
2153	8622	3386
2154	8625	3382
2155	8629	3377
2156	8632	3373
2157	8636	3369
2158	8641	3366
2159	8644	3361
2160	8649	3358
2161	8653	3353
2162	8657	3349
2163	8662	3346
2164	8666	3342
2165	8672	3339
2166	8676	3335
2167	8682	3332
2168	8686	3328
2169	8691	3324
2170	8695	3320
2171	8699	3316
2172	8702	3311
2173	8706	3307
2174	8709	3303
2175	8712	3299
2176	8715	3294
2177	8719	3290
2178	8724	3287
2179	8727	3282
2180	8730	3278
2181	8734	3274
2182	8738	3270
2183	8742	3266
2184	8746	3262
2185	8749	3258
2186	8754	3254
2187	8761	3251
2188	8767	3248
2189	8771	3244
2190	8774	3239
2191	8777	3235
2192	8780	3231
2193	8783	3226
2194	8789	3223
2195	8792	3219
2196	8795	3214
2197	8798	3210
2198	8800	3205
2199	8805	3201
2200	8808	3197
2201	8811	3193
2202	8818	3190
2203	8821	3186
2204	8824	3181
2205	8828	3177
2206	8831	3173
2207	8835	3169
2208	8842	3166
2209	8845	3162
2210	8849	3158
2211	8853	3154
2212	8856	3149
2213	8860	3145
2214	8864	3141
2215	8868	3137
2216	8871	3133
2217	8878	3130
2218	8884	3127
2219	8889	3123
2220	8893	3119
2221	8895	3114
2222	8900	3110
2223	8904	3106
2224	8907	3102
2225	8911	3098
2226	8916	3094
2227	8919	3090
2228	8923	3086
2229	8926	3082
2230	8930	3078
2231	8934	3074
2232	8938	3070
2233	8941	3065
2234	8945	3061
2235	8949	3057
2236	8952	3053
2237	8955	3049
2238	8959	3045
2239	8962	3041
2240	8966	3036
2241	8970	3032
2242	8973	3028
2243	8977	3024
2244	8981	3020
2245	8986	3016
2246	8988	3012
2247	8994	3008
2248	8998	3004
2249	9002	3000
2250	9005	2996
2251	9009	2992
2252	9012	2988
2253	9016	2984
2254	9020	2980
2255	9023	2975
2256	9027	2971
2257	9030	2967
2258	9035	2963
2259	9039	2959
2260	9043	2955
2261	9048	2952
2262	9053	2948
2263	9057	2944
2264	9064	2941
2265	9068	2937
2266	9071	2933
2267	9075	2928
2268	9079	2924
2269	9082	2920
2270	9086	2916
2271	9089	2912
2272	9093	2908
2273	9096	2904
2274	9100	2900
2275	9104	2896
2276	9107	2891
2277	9111	2887
2278	9115	2883
2279	9118	2879
2280	9121	2875
2281	9125	2871
2282	9129	2867
2283	9132	2862
2284	9135	2858
2285	9139	2854
2286	9142	2850
2287	9147	2846
2288	9151	2842
2289	9154	2838
2290	9158	2834
2291	9163	2830
2292	9167	2826
2293	9171	2822
2294	9177	2819
2295	9181	2815
2296	9184	2810
2297	9187	2806
2298	9191	2802
2299	9195	2798
2300	9199	2794
2301	9202	2790
2302	9205	2786
2303	9209	2782
2304	9212	2777
2305	9216	2773
2306	9220	2769
2307	9223	2765
2308	9228	2761
2309	9231	2757
2310	9235	2753
2311	9238	2749
2312	9243	2745
2313	9246	2741
2314	9252	2737
2315	9258	2734
2316	9261	2730
2317	9265	2726
2318	9269	2722
2319	9273	2717
2320	9278	2714
2321	9282	2710
2322	9286	2706
2323	9290	2702
2324	9295	2698
2325	9299	2694
2326	9303	2690
2327	9307	2686
2328	9310	2682
2329	9316	2679
2330	9322	2675
2331	9326	2671
2332	9329	2667
2333	9333	2663
2334	9336	2659
2335	9340	2654
2336	9343	2650
2337	9347	2646
2338	9353	2643
2339	9361	2640
2340	9368	2637
2341	9375	2633
2342	9378	2629
2343	9382	2625
2344	9386	2621
2345	9392	2618
2346	9396	2614
2347	9399	2610
2348	9406	2606
2349	9410	2602
2350	9416	2599
2351	9423	2596
2352	9428	2592
2353	9431	2588
2354	9434	2584
2355	9440	2580
2356	9445	2576
2357	9452	2573
2358	9455	2569
2359	9459	2565
2360	9465	2561
2361	9474	2559
2362	9481	2555
2363	9487	2552
2364	9490	2548
2365	9494	2544
2366	9497	2539
2367	9501	2535
2368	9505	2531
2369	9509	2527
2370	9512	2523
2371	9516	2519
2372	9520	2515
2373	9524	2511
2374	9527	2507
2375	9531	2503
2376	9536	2499
2377	9540	2495
2378	9543	2491
2379	9547	2487
2380	9552	2483
2381	9558	2479
2382	9562	2475
2383	9566	2471
2384	9570	2467
2385	9574	2463
2386	9577	2459
2387	9580	2455
2388	9584	2451
2389	9587	2447
2390	9592	2443
2391	9598	2439
2392	9602	2435
2393	9606	2431
2394	9610	2427
2395	9616	2424
2396	9620	2420
2397	9623	2415
2398	9626	2411
2399	9630	2407
2400	9634	2403
2401	9638	2399
2402	9642	2395
2403	9645	2391
2404	9649	2387
2405	9652	2382
2406	9655	2378
2407	9658	2374
2408	9661	2370
2409	9664	2366
2410	9668	2361
2411	9671	2357
2412	9675	2353
2413	9678	2349
2414	9683	2345
2415	9686	2341
2416	9689	2337
2417	9693	2333
2418	9696	2328
2419	9700	2324
2420	9703	2320
2421	9709	2317
2422	9714	2313
2423	9717	2309
2424	9721	2305
2425	9724	2300
2426	9727	2296
2427	9731	2292
2428	9734	2288
2429	9737	2284
2430	9741	2279
2431	9745	2275
2432	9748	2271
2433	9751	2267
2434	9754	2263
2435	9757	2259
2436	9761	2255
2437	9764	2250
2438	9767	2246
2439	9770	2242
2440	9773	2238
2441	9777	2234
2442	9781	2230
2443	9785	2226
2444	9788	2221
2445	9791	2217
2446	9795	2213
2447	9798	2209
2448	9801	2205
2449	9804	2201
2450	9807	2196
2451	9812	2192
2452	9815	2188
2453	9820	2184
2454	9823	2180
2455	9827	2176
2456	9830	2172
2457	9835	2168
2458	9839	2164
2459	9842	2160
2460	9846	2156
2461	9849	2152
2462	9853	2148
2463	9862	2145
2464	9868	2141
2465	9872	2137
2466	9876	2133
2467	9879	2129
2468	9883	2125
2469	9887	2121
2470	9890	2117
2471	9894	2113
2472	9898	2109
2473	9901	2105
2474	9905	2101
2475	9909	2097
2476	9913	2093
2477	9916	2088
2478	9920	2084
2479	9923	2080
2480	9927	2076
2481	9930	2072
2482	9933	2068
2483	9936	2064
2484	9939	2059
2485	9943	2055
2486	9947	2051
2487	9951	2047
2488	9954	2043
2489	9958	2039
2490	9961	2035
2491	9966	2031
2492	9971	2027
2493	9975	2023
2494	9979	2019
2495	9984	2016
2496	9988	2012
2497	9992	2008
2498	9996	2004
2499	10000	2000
2500	10005	1996
2501	10012	1992
2502	10015	1988
2503	10019	1984
2504	10022	1980
2505	10026	1976
2506	10030	1972
2507	10033	1968
2508	10037	1964
2509	10041	1960
2510	10045	1956
2511	10048	1952
2512	10054	1948
2513	10057	1944
2514	10060	1940
2515	10063	1935
2516	10066	1931
2517	10070	1927
2518	10073	1923
2519	10076	1919
2520	10079	1915
2521	10083	1911
2522	10086	1907
2523	10090	1902
2524	10093	1898
2525	10096	1894
2526	10099	1890
2527	10103	1886
2528	10110	1882
2529	10117	1879
2530	10120	1875
2531	10123	1871
2532	10127	1867
2533	10130	1862
2534	10133	1858
2535	10137	1854
2536	10140	1850
2537	10144	1846
2538	10149	1842
2539	10154	1838
2540	10161	1835
2541	10164	1831
2542	10168	1827
2543	10171	1823
2544	10174	1818
2545	10177	1814
2546	10180	1810
2547	10184	1806
2548	10187	1802
2549	10190	1798
2550	10194	1794
2551	10197	1790
2552	10201	1786
2553	10204	1782
2554	10207	1777
2555	10211	1773
2556	10216	1770
2557	10220	1765
2558	10223	1761
2559	10226	1757
2560	10229	1753
2561	10235	1749
2562	10239	1745
2563	10242	1741
2564	10245	1737
2565	10250	1733
2566	10253	1729
2567	10257	1725
2568	10261	1721
2569	10265	1717
2570	10269	1713
2571	10272	1709
2572	10278	1705
2573	10283	1701
2574	10286	1697
2575	10289	1693
2576	10292	1689
2577	10296	1685
2578	10300	1681
2579	10304	1677
2580	10307	1673
2581	10310	1669
2582	10316	1665
2583	10319	1661
2584	10323	1657
2585	10326	1653
2586	10330	1649
2587	10334	1645
2588	10337	1641
2589	10340	1636
2590	10343	1632
2591	10347	1628
2592	10351	1624
2593	10357	1621
2594	10363	1617
2595	10366	1613
2596	10370	1609
2597	10373	1605
2598	10376	1601
2599	10380	1596
2600	10383	1592
2601	10387	1588
2602	10390	1584
2603	10394	1580
2604	10398	1576
2605	10402	1572
2606	10405	1568
2607	10408	1564
2608	10412	1560
2609	10417	1556
2610	10420	1552
2611	10423	1548
2612	10427	1544
2613	10432	1540
2614	10435	1536
2615	10439	1532
2616	10443	1528
2617	10446	1524
2618	10449	1520
2619	10452	1516
2620	10455	1511
2621	10459	1507
2622	10463	1503
2623	10467	1499
2624	10471	1495
2625	10474	1491
2626	10481	1488
2627	10488	1484
2628	10493	1480
2629	10496	1476
2630	10499	1472
2631	10502	1468
2632	10506	1464
2633	10510	1460
2634	10513	1456
2635	10516	1452
2636	10519	1448
2637	10523	1444
2638	10528	1440
2639	10531	1436
2640	10534	1432
2641	10537	1427
2642	10542	1423
2643	10545	1419
2644	10548	1415
2645	10551	1411
2646	10554	1407
2647	10558	1403
2648	10561	1399
2649	10564	1395
2650	10567	1391
2651	10571	1387
2652	10574	1383
2653	10578	1379
2654	10582	1375
2655	10585	1371
2656	10590	1367
2657	10596	1363
2658	10599	1359
2659	10605	1355
2660	10610	1351
2661	10614	1347
2662	10617	1343
2663	10621	1339
2664	10625	1335
2665	10629	1331
2666	10633	1327
2667	10637	1323
2668	10642	1319
2669	10645	1315
2670	10648	1311
2671	10651	1307
2672	10655	1303
2673	10659	1299
2674	10662	1295
2675	10665	1291
2676	10668	1287
2677	10672	1283
2678	10676	1279
2679	10679	1275
2680	10682	1271
2681	10686	1267
2682	10689	1262
2683	10692	1258
2684	10695	1254
2685	10698	1250
2686	10701	1246
2687	10705	1242
2688	10709	1238
2689	10712	1234
2690	10715	1230
2691	10719	1226
2692	10722	1222
2693	10726	1218
2694	10729	1214
2695	10732	1210
2696	10740	1206
2697	10743	1202
2698	10747	1198
2699	10750	1194
2700	10754	1190
2701	10758	1186
2702	10761	1182
2703	10764	1178
2704	10768	1174
2705	10771	1170
2706	10774	1166
2707	10777	1162
2708	10780	1158
2709	10785	1154
2710	10789	1150
2711	10793	1146
2712	10800	1142
2713	10804	1138
2714	10807	1134
2715	10810	1130
2716	10814	1126
2717	10818	1122
2718	10821	1118
2719	10825	1114
2720	10828	1110
2721	10832	1106
2722	10835	1102
2723	10839	1098
2724	10842	1094
2725	10845	1090
2726	10848	1086
2727	10852	1082
2728	10857	1078
2729	10864	1074
2730	10868	1070
2731	10871	1066
2732	10875	1062
2733	10881	1058
2734	10885	1054
2735	10891	1050
2736	10897	1047
2737	10900	1043
2738	10903	1038
2739	10906	1034
2740	10909	1030
2741	10912	1026
2742	10916	1022
2743	10920	1018
2744	10923	1014
2745	10926	1010
2746	10931	1006
2747	10934	1002
2748	10937	998
2749	10940	994
2750	10943	990
2751	10949	986
2752	10952	982
2753	10957	978
2754	10960	974
2755	10964	970
2756	10967	966
2757	10971	962
2758	10975	958
2759	10979	954
2760	10983	950
2761	10987	946
2762	10990	942
2763	10995	938
2764	11003	935
2765	11009	931
2766	11013	927
2767	11016	923
2768	11020	919
2769	11023	915
2770	11027	911
2771	11031	907
2772	11034	903
2773	11040	899
2774	11045	895
2775	11048	891
2776	11052	887
2777	11055	883
2778	11058	879
2779	11062	875
2780	11065	871
2781	11069	867
2782	11072	863
2783	11076	859
2784	11079	855
2785	11082	851
2786	11085	847
2787	11088	843
2788	11092	839
2789	11095	835
2790	11098	831
2791	11101	827
2792	11106	823
2793	11110	819
2794	11114	815
2795	11121	811
2796	11125	807
2797	11128	803
2798	11131	799
2799	11135	795
2800	11138	791
2801	11142	787
2802	11146	783
2803	11149	779
2804	11153	775
2805	11157	771
2806	11160	767
2807	11163	763
2808	11167	759
2809	11170	755
2810	11174	751
2811	11177	747
2812	11180	743
2813	11183	739
2814	11186	735
2815	11191	731
2816	11195	727
2817	11198	723
2818	11205	719
2819	11209	715
2820	11212	711
2821	11215	707
2822	11218	703
2823	11223	699
2824	11226	695
2825	11229	691
2826	11233	687
2827	11236	683
2828	11241	679
2829	11245	675
2830	11249	671
2831	11252	667
2832	11258	663
2833	11261	659
2834	11265	655
2835	11269	651
2836	11272	647
2837	11278	643
2838	11284	639
2839	11289	636
2840	11292	632
2841	11296	628
2842	11299	623
2843	11302	619
2844	11307	616
2845	11310	612
2846	11313	608
2847	11319	604
2848	11322	600
2849	11325	596
2850	11329	592
2851	11332	588
2852	11336	584
2853	11339	580
2854	11342	576
2855	11347	572
2856	11351	568
2857	11357	564
2858	11360	560
2859	11365	556
2860	11371	552
2861	11374	548
2862	11378	544
2863	11383	540
2864	11386	536
2865	11389	532
2866	11394	528
2867	11397	524
2868	11401	520
2869	11404	516
2870	11407	512
2871	11410	508
2872	11414	504
2873	11419	500
2874	11422	496
2875	11425	492
2876	11429	488
2877	11433	484
2878	11437	480
2879	11440	476
2880	11446	472
2881	11451	468
2882	11454	464
2883	11458	460
2884	11461	456
2885	11465	452
2886	11468	448
2887	11471	444
2888	11474	440
2889	11477	436
2890	11481	432
2891	11485	428
2892	11487	424
2893	11491	420
2894	11494	416
2895	11497	412
2896	11501	408
2897	11504	404
2898	11507	400
2899	11511	396
2900	11516	393
2901	11519	389
2902	11526	385
2903	11531	381
2904	11534	377
2905	11537	373
2906	11540	369
2907	11543	365
2908	11547	361
2909	11550	357
2910	11554	353
2911	11557	349
2912	11562	345
2913	11566	341
2914	11569	337
2915	11572	333
2916	11575	329
2917	11579	325
2918	11583	321
2919	11587	317
2920	11590	313
2921	11593	309
2922	11599	305
2923	11602	301
2924	11605	297
2925	11609	293
2926	11613	289
2927	11616	285
2928	11620	281
2929	11623	277
2930	11626	273
2931	11630	269
2932	11633	265
2933	11636	261
2934	11640	257
2935	11643	253
2936	11647	249
2937	11650	245
2938	11654	241
2939	11657	237
2940	11664	233
2941	11667	230
2942	11670	226
2943	11673	222
2944	11676	218
2945	11683	214
2946	11688	210
2947	11691	206
2948	11695	202
2949	11699	198
2950	11702	194
2951	11705	190
2952	11708	186
2953	11711	182
2954	11714	178
2955	11718	174
2956	11724	170
2957	11728	166
2958	11731	162
2959	11734	158
2960	11738	154
2961	11742	150
2962	11745	146
2963	11748	142
2964	11752	138
2965	11756	134
2966	11762	130
2967	11768	126
2968	11771	122
2969	11775	118
2970	11779	114
2971	11783	111
2972	11786	107
2973	11790	103
2974	11794	99
2975	11799	95
2976	11806	91
2977	11810	87
2978	11813	83
2979	11816	79
2980	11819	75
2981	11823	71
2982	11826	67
2983	11830	63
2984	11832	59
2985	11836	55
2986	11839	51
2987	11843	47
2988	11845	43
2989	11849	39
2990	11855	35
2991	11859	31
2992	11863	27
2993	11866	23
2994	11870	19
2995	11876	15
2996	11879	11
2997	11882	7
2998	11885	3
2999	11889	0
